asset_id,year,document_id,page_id,collection_page_number,document_page_number,owner_code,owner_label,owner_reported,portfolio_group,asset_name,asset_class,description,reported_value,value_min_usd,value_max_usd,value_has_open_upper_bound,income_types,other_income,reported_income,income_min_usd,income_max_usd,income_has_open_upper_bound,transaction_code,printed_page_label
asset:2025:000168,2025,2025-14,page:2025-14:0008,8,8,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/DHR FLEX EURO PM @ 245 EXP 12/05/2025,Options,"Call option on DHR — $245 strike, expires 12/05/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 8 of 353
asset:2025:000169,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/DHR FLEX EURO PM @ 255 EXP 02/07/2025,Options,"Call option on DHR — $255 strike, expires 02/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000170,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/DHR FLEX EURO PM @ 260 EXP 03/07/2025,Options,"Call option on DHR — $260 strike, expires 03/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000171,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/DHR FLEX EURO PM @ 270 EXP 01/03/2025,Options,"Call option on DHR — $270 strike, expires 01/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000172,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/ETN FLEX EURO PM @ 425 EXP 01/02/2026,Options,"Call option on ETN — $425 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 9 of 353
asset:2025:000173,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/ETN FLEX EURO PM @ 425 EXP 01/02/2026,Options,"Call option on ETN — $425 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 9 of 353
asset:2025:000174,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 710 EXP 01/02/2026,Options,"Call option on GEV — $710 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 9 of 353
asset:2025:000175,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 355 EXP 05/02/2025,Options,"Call option on GEV — $355 strike, expires 05/02/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000176,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 360 EXP 01/03/2025,Options,"Call option on GEV — $360 strike, expires 01/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000177,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 395 EXP 06/06/2025,Options,"Call option on GEV — $395 strike, expires 06/06/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000178,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 410 EXP 02/07/2025,Options,"Call option on GEV — $410 strike, expires 02/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000179,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 450 EXP 04/04/2025,Options,"Call option on GEV — $450 strike, expires 04/04/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000180,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 455 EXP 03/07/2025,Options,"Call option on GEV — $455 strike, expires 03/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000181,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 475 EXP 07/03/2025,Options,"Call option on GEV — $475 strike, expires 07/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000182,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 585 EXP 08/01/2025,Options,"Call option on GEV — $585 strike, expires 08/01/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000183,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 710 EXP 01/02/2026,Options,"Call option on GEV — $710 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 9 of 353
asset:2025:000184,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 715 EXP 11/07/2025,Options,"Call option on GEV — $715 strike, expires 11/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000185,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GEV FLEX EURO PM @ 755 EXP 09/05/2025,Options,"Call option on GEV — $755 strike, expires 09/05/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000186,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GOOG FLEX EURO PM 325 EXP 01/02/2026,Options,"Call option on GOOG — $325 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 9 of 353
asset:2025:000187,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GOOG FLEX EURO PM 370 EXP 02/06/2026,Options,"Call option on GOOG — $370 strike, expires 02/06/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 9 of 353
asset:2025:000188,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GOOG FLEX EURO PM 265 EXP 11/07/2025,Options,"Call option on GOOG — $265 strike, expires 11/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000189,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GOOG FLEX EURO PM 275 EXP 12/05/2025,Options,"Call option on GOOG — $275 strike, expires 12/05/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000190,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GOOG FLEX EURO PM 325 EXP 01/02/2026,Options,"Call option on GOOG — $325 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 9 of 353
asset:2025:000191,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GOOG FLEX EURO PM 370 EXP 02/06/2026,Options,"Call option on GOOG — $370 strike, expires 02/06/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 9 of 353
asset:2025:000192,2025,2025-14,page:2025-14:0009,9,9,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GOOGL FLEX EURO PM 185 EXP 01/03/2025,Options,"Call option on GOOGL — $185 strike, expires 01/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 9 of 353
asset:2025:000193,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GOOGL FLEX EURO PM 195 EXP 02/07/2025,Options,"Call option on GOOGL — $195 strike, expires 02/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000194,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/GOOGL FLEX EURO PM 220 EXP 03/07/2025,Options,"Call option on GOOGL — $220 strike, expires 03/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000195,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/ISRG FLEX EURO PM 635 EXP 01/02/2026,Options,"Call option on ISRG — $635 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 10 of 353
asset:2025:000196,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/ISRG FLEX EURO PM 515 EXP 09/05/2025,Options,"Call option on ISRG — $515 strike, expires 09/05/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000197,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/ISRG FLEX EURO PM 525 EXP 11/07/2025,Options,"Call option on ISRG — $525 strike, expires 11/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000198,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/ISRG FLEX EURO PM 560 EXP 06/06/2025,Options,"Call option on ISRG — $560 strike, expires 06/06/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000199,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/ISRG FLEX EURO PM 570 EXP 08/01/2025,Options,"Call option on ISRG — $570 strike, expires 08/01/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000200,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/ISRG FLEX EURO PM 600 EXP 02/07/2025,Options,"Call option on ISRG — $600 strike, expires 02/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000201,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/ISRG FLEX EURO PM 635 EXP 01/02/2026,Options,"Call option on ISRG — $635 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 10 of 353
asset:2025:000202,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/ISRG FLEX EURO PM 645 EXP 04/04/2025,Options,"Call option on ISRG — $645 strike, expires 04/04/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000203,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JNJ FLEX EURO PM @ 197 5 EXP 01/02/2026,Options,"Call option on JNJ — $5 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 10 of 353
asset:2025:000204,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JNJ FLEX EURO PM @ 202.5 EXP 02/06/2026,Options,"Call option on JNJ — $202.5 strike, expires 02/06/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 10 of 353
asset:2025:000205,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JNJ FLEX EURO PM @ 197 5 EXP 01/02/2026,Options,"Call option on JNJ — $5 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 10 of 353
asset:2025:000206,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JNJ FLEX EURO PM @ 202.5 EXP 02/06/2026,Options,"Call option on JNJ — $202.5 strike, expires 02/06/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 10 of 353
asset:2025:000207,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 340 EXP 02/06/2026,Options,"Call option on JPM — $340 strike, expires 02/06/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 10 of 353
asset:2025:000208,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 345 EXP 01/02/2026,Options,"Call option on JPM — $345 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 10 of 353
asset:2025:000209,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 240 EXP 01/03/2025,Options,"Call option on JPM — $240 strike, expires 01/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000210,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 250 EXP 06/06/2025,Options,"Call option on JPM — $250 strike, expires 06/06/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000211,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 260 EXP 03/07/2025,Options,"Call option on JPM — $260 strike, expires 03/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000212,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 260 EXP 05/02/2025,Options,"Call option on JPM — $260 strike, expires 05/02/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000213,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 265 EXP 02/07/2025,Options,"Call option on JPM — $265 strike, expires 02/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000214,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 275 EXP 07/03/2025,Options,"Call option on JPM — $275 strike, expires 07/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000215,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 285 EXP 08/01/2025,Options,"Call option on JPM — $285 strike, expires 08/01/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000216,2025,2025-14,page:2025-14:0010,10,10,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 290 EXP 04/04/2025,Options,"Call option on JPM — $290 strike, expires 04/04/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 10 of 353
asset:2025:000217,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 315 EXP 10/03/2025,Options,"Call option on JPM — $315 strike, expires 10/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000218,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 315 EXP 11/07/2025,Options,"Call option on JPM — $315 strike, expires 11/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000219,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 320 EXP 09/05/2025,Options,"Call option on JPM — $320 strike, expires 09/05/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000220,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 340 EXP 02/06/2026,Options,"Call option on JPM — $340 strike, expires 02/06/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 11 of 353
asset:2025:000221,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 340 EXP 12/05/2025,Options,"Call option on JPM — $340 strike, expires 12/05/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000222,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/JPM FLEX EURO PM @ 345 EXP 01/02/2026,Options,"Call option on JPM — $345 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 11 of 353
asset:2025:000223,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/LIN FLEX EURO PM @ 480 EXP 02/07/2025,Options,"Call option on LIN — $480 strike, expires 02/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000224,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/LIN FLEX EURO PM @ 480 EXP 04/04/2025,Options,"Call option on LIN — $480 strike, expires 04/04/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000225,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/LIN FLEX EURO PM @ 480 EXP 06/06/2025,Options,"Call option on LIN — $480 strike, expires 06/06/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000226,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MCD FLEX EURO PM @ 310 EXP 01/03/2025,Options,"Call option on MCD — $310 strike, expires 01/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000227,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MCD FLEX EURO PM @ 315 EXP 03/07/2025,Options,"Call option on MCD — $315 strike, expires 03/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000228,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MCD FLEX EURO PM @ 320 EXP 02/07/2025,Options,"Call option on MCD — $320 strike, expires 02/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000229,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MCD FLEX EURO PM @ 325 EXP 04/04/2025,Options,"Call option on MCD — $325 strike, expires 04/04/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000230,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MCD FLEX EURO PM @ 325 EXP 08/01/2025,Options,"Call option on MCD — $325 strike, expires 08/01/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000231,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MCD FLEX EURO PM @ 330 EXP 07/03/2025,Options,"Call option on MCD — $330 strike, expires 07/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000232,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MCD FLEX EURO PM @ 335 EXP 06/06/2025,Options,"Call option on MCD — $335 strike, expires 06/06/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000233,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MCD FLEX EURO PM @ 350 EXP 05/02/2025,Options,"Call option on MCD — $350 strike, expires 05/02/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000234,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/META FLEX EURO PM 710 EXP 01/02/2026,Options,"Call option on META — $710 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 11 of 353
asset:2025:000235,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/META FLEX EURO PM 710 EXP 01/02/2026,Options,"Call option on META — $710 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 11 of 353
asset:2025:000236,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MRVL FLEX EURO PM 102 EXP 01/03/2025,Options,"Call option on MRVL — $102 strike, expires 01/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000237,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MRVL FLEX EURO PM 132 5 EXP 02/07/2025,Options,"Call option on MRVL — $5 strike, expires 02/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000238,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MRVL FLEX EURO PM 140 EXP 04/04/2025,Options,"Call option on MRVL — $140 strike, expires 04/04/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000239,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MRVL FLEX EURO PM 152.5 EXP 03/07/2025,Options,"Call option on MRVL — $152.5 strike, expires 03/07/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000240,2025,2025-14,page:2025-14:0011,11,11,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MRVL FLEX EURO PM 76 EXP 06/06/2025,Options,"Call option on MRVL — $76 strike, expires 06/06/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 11 of 353
asset:2025:000241,2025,2025-14,page:2025-14:0012,12,12,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MRVL FLEX EURO PM 79 EXP 07/03/2025,Options,"Call option on MRVL — $79 strike, expires 07/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 12 of 353
asset:2025:000242,2025,2025-14,page:2025-14:0012,12,12,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MRVL FLEX EURO PM 86 EXP 05/02/2025,Options,"Call option on MRVL — $86 strike, expires 05/02/2025",,,,False,"[""N/A""]",,None,0,0,False,P,Page 12 of 353
asset:2025:000243,2025,2025-14,page:2025-14:0012,12,12,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MRVL FLEX EURO PM 86 EXP 08/01/2025,Options,"Call option on MRVL — $86 strike, expires 08/01/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 12 of 353
asset:2025:000244,2025,2025-14,page:2025-14:0012,12,12,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MRVL FLEX EURO PM 92 EXP 09/05/2025,Options,"Call option on MRVL — $92 strike, expires 09/05/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 12 of 353
asset:2025:000245,2025,2025-14,page:2025-14:0012,12,12,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MRVL FLEX EURO PM 95 EXP 10/03/2025,Options,"Call option on MRVL — $95 strike, expires 10/03/2025",None,0,0,False,"[""N/A""]",,None,0,0,False,P,Page 12 of 353
asset:2025:000246,2025,2025-14,page:2025-14:0012,12,12,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MS FLEX EURO PM @ 180 EXP 01/02/2026,Options,"Call option on MS — $180 strike, expires 01/02/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 12 of 353
asset:2025:000247,2025,2025-14,page:2025-14:0012,12,12,DC,Dependent child,DC,Monte and Usha Ahuja 2010 Irrev Trust FBO Grandchildren,CALL/MS FLEX EURO PM @ 195 EXP 02/06/2026,Options,"Call option on MS — $195 strike, expires 02/06/2026",None,0,0,False,"[""N/A""]",,None,0,0,False,S,Page 12 of 353
